chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
SBUX,2022-01-21,100.0000,call,sell,2022-01-20T19:35:28.060616Z,credit,1.00000,limit,short_call,,0.12000000,1.00000
SBUX,2022-01-21,102.0000,call,buy,2022-01-18T20:44:34.233312Z,debit,1.00000,limit,,short_call,0.18000000,1.00000
SBUX,2022-01-21,102.0000,call,sell,2022-01-14T16:24:23.525685Z,credit,1.00000,limit,short_call,,0.69000000,1.00000
SBUX,2022-01-21,106.0000,call,buy,2022-01-14T16:23:07.508305Z,debit,1.00000,limit,,short_call,0.14000000,1.00000
CFLT,2022-02-18,120.0000,call,buy,2022-01-13T17:49:27.874966Z,debit,3.00000,limit,long_call,,0.30000000,3.00000
SBUX,2022-01-21,106.0000,call,sell,2022-01-13T17:30:06.429841Z,credit,1.00000,limit,short_call,,0.53000000,1.00000
SBUX,2022-01-14,107.0000,call,buy,2022-01-13T17:29:11.888701Z,debit,1.00000,limit,,short_call,0.07000000,1.00000
SBUX,2022-01-14,107.0000,call,sell,2022-01-11T18:02:18.665991Z,credit,1.00000,limit,short_call,,0.46000000,1.00000
AMD,2022-04-14,290.0000,call,buy,2022-01-07T20:29:17.139538Z,debit,4.00000,limit,long_call,,0.22000000,4.00000
SBUX,2022-01-07,113.0000,call,buy,2022-01-07T15:57:54.204976Z,debit,1.00000,limit,,short_call,0.02000000,1.00000
SBUX,2022-01-07,113.0000,call,sell,2022-01-06T17:31:57.633357Z,credit,1.00000,limit,short_call,,0.24000000,1.00000
AMD,2022-03-18,220.0000,call,buy,2022-01-04T19:46:10.082357Z,debit,3.00000,limit,long_call,,1.00000000,3.00000
AMD,2022-01-07,137.0000,put,sell,2022-01-04T16:56:36.931683Z,credit,2.00000,limit,,long_put,1.40000000,2.00000
MSFT,2023-01-20,390.0000,call,buy,2021-12-14T16:32:44.583258Z,debit,1.00000,limit,long_call,,17.10000000,1.00000
AAPL,2022-01-21,190.0000,call,sell,2021-12-08T15:09:55.391895Z,debit,3.00000,limit,long_call_spread,,0.95000000,3.00000
