chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
NVDA,2023-03-10,230.0000,put,sell,2023-03-03T20:37:03.455952Z,debit,2.00000,limit,,short_put_spread,1.70000000,2.00000
NVDA,2023-03-10,235.0000,put,buy,2023-03-03T20:37:03.455952Z,debit,2.00000,limit,,short_put_spread,1.70000000,2.00000
NVDA,2023-03-10,230.0000,put,buy,2023-03-02T20:40:42.403033Z,credit,2.00000,limit,short_put_spread,,2.33000000,2.00000
NVDA,2023-03-10,235.0000,put,sell,2023-03-02T20:40:42.403033Z,credit,2.00000,limit,short_put_spread,,2.33000000,2.00000
AAPL,2023-03-03,147.0000,call,buy,2023-03-01T20:38:13.437477Z,debit,1.00000,limit,,short_call,0.55000000,1.00000
NVDA,2023-03-03,240.0000,call,sell,2023-03-01T15:47:50.799612Z,debit,2.00000,limit,,short_call_spread,0.80000000,2.00000
NVDA,2023-03-03,235.0000,call,buy,2023-03-01T15:47:50.799612Z,debit,2.00000,limit,,short_call_spread,0.80000000,2.00000
TSLA,2023-03-10,207.5000,put,sell,2023-02-28T18:18:41.862734Z,credit,2.00000,limit,short_put_spread,,2.40000000,2.00000
TSLA,2023-03-10,202.5000,put,buy,2023-02-28T18:18:41.862734Z,credit,2.00000,limit,short_put_spread,,2.40000000,2.00000
NVDA,2023-03-03,240.0000,call,buy,2023-02-24T20:47:24.466172Z,credit,2.00000,limit,short_call_spread,,1.85000000,2.00000
NVDA,2023-03-03,235.0000,call,sell,2023-02-24T20:47:24.466172Z,credit,2.00000,limit,short_call_spread,,1.85000000,2.00000
AAPL,2023-03-03,147.0000,call,sell,2023-02-24T20:39:11.495322Z,credit,1.00000,limit,short_call,,1.63000000,1.00000
AAPL,2023-02-24,149.0000,call,buy,2023-02-24T15:22:03.318194Z,debit,1.00000,limit,,short_call,0.06000000,1.00000
NVDA,2023-02-24,240.0000,call,buy,2023-02-24T15:21:45.902707Z,debit,2.00000,limit,,short_call_spread,0.08000000,2.00000
NVDA,2023-02-24,245.0000,call,sell,2023-02-24T15:21:45.902707Z,debit,2.00000,limit,,short_call_spread,0.08000000,2.00000
NVDA,2023-02-24,245.0000,call,buy,2023-02-23T20:49:47.952157Z,credit,2.00000,limit,short_call_spread,,1.31000000,2.00000
NVDA,2023-02-24,240.0000,call,sell,2023-02-23T20:49:47.952157Z,credit,2.00000,limit,short_call_spread,,1.31000000,2.00000
ETSY,2023-02-24,128.0000,put,sell,2023-02-23T17:29:41.976241Z,credit,1.00000,limit,,straddle,4.36000000,1.00000
ETSY,2023-02-24,128.0000,call,sell,2023-02-23T17:29:41.976241Z,credit,1.00000,limit,,straddle,4.36000000,1.00000
ETSY,2023-02-24,128.0000,put,buy,2023-02-22T18:12:09.648466Z,debit,1.00000,limit,straddle,,13.27000000,1.00000
ETSY,2023-02-24,128.0000,call,buy,2023-02-22T18:12:09.648466Z,debit,1.00000,limit,straddle,,13.27000000,1.00000
AAPL,2023-02-24,149.0000,call,sell,2023-02-22T17:13:18.502995Z,credit,1.00000,limit,short_call,,1.04000000,1.00000
AAPL,2023-02-24,152.5000,call,buy,2023-02-22T17:11:17.767654Z,debit,1.00000,limit,,short_call,0.20000000,1.00000
AAPL,2023-02-24,152.5000,call,sell,2023-02-21T18:15:00.528483Z,credit,1.00000,limit,short_call,,0.72000000,1.00000
AAPL,2023-03-03,157.5000,call,buy,2023-02-21T17:53:38.142121Z,debit,1.00000,limit,long_call,,0.49000000,1.00000
AAPL,2023-02-24,155.0000,call,buy,2023-02-21T15:51:42.243117Z,debit,1.00000,limit,,short_call,0.32000000,1.00000
AAPL,2023-02-24,155.0000,call,sell,2023-02-17T15:14:01.080356Z,credit,1.00000,limit,short_call,,1.15000000,1.00000
JMIA,2023-02-17,4.0000,call,sell,2023-02-16T20:42:39.175578Z,credit,5.00000,limit,,straddle,0.34000000,5.00000
JMIA,2023-02-17,4.0000,put,sell,2023-02-16T20:42:39.175578Z,credit,5.00000,limit,,straddle,0.34000000,5.00000
SHOP,2023-02-17,53.0000,put,sell,2023-02-16T20:40:42.006094Z,credit,1.00000,limit,,straddle,7.80000000,1.00000
SHOP,2023-02-17,53.0000,call,sell,2023-02-16T20:40:42.006094Z,credit,1.00000,limit,,straddle,7.80000000,1.00000
Z,2023-02-17,47.0000,call,sell,2023-02-16T20:40:24.091050Z,credit,1.00000,limit,,straddle,1.50000000,1.00000
Z,2023-02-17,47.0000,put,sell,2023-02-16T20:40:24.091050Z,credit,1.00000,limit,,straddle,1.50000000,1.00000
JMIA,2023-02-17,4.0000,call,buy,2023-02-15T20:57:58.810861Z,debit,5.00000,limit,straddle,,0.65000000,5.00000
JMIA,2023-02-17,4.0000,put,buy,2023-02-15T20:57:58.810861Z,debit,5.00000,limit,straddle,,0.65000000,5.00000
SHOP,2023-02-17,53.0000,put,buy,2023-02-15T20:53:52.211984Z,debit,1.00000,limit,straddle,,5.40000000,1.00000
SHOP,2023-02-17,53.0000,call,buy,2023-02-15T20:53:52.211984Z,debit,1.00000,limit,straddle,,5.40000000,1.00000
Z,2023-02-17,47.0000,call,buy,2023-02-15T20:53:28.450419Z,debit,1.00000,limit,straddle,,4.52000000,1.00000
Z,2023-02-17,47.0000,put,buy,2023-02-15T20:53:28.450419Z,debit,1.00000,limit,straddle,,4.52000000,1.00000
AAPL,2023-02-17,157.5000,call,buy,2023-02-14T15:20:45.197249Z,debit,1.00000,limit,,short_call,0.30000000,1.00000
AAPL,2023-02-17,157.5000,call,sell,2023-02-13T20:53:58.866738Z,credit,1.00000,limit,short_call,,1.00000000,1.00000
AAPL,2023-02-10,152.5000,call,buy,2023-02-09T20:42:27.980459Z,debit,2.00000,limit,long_call,,0.41000000,2.00000
AAPL,2023-02-10,150.0000,call,buy,2023-02-09T20:41:40.086082Z,debit,1.00000,limit,,short_call,1.43000000,1.00000
AAPL,2023-02-10,150.0000,call,sell,2023-02-08T16:49:46.960863Z,credit,1.00000,limit,short_call,,2.66000000,1.00000
AAPL,2023-02-10,155.0000,call,buy,2023-02-08T16:43:15.602606Z,debit,1.00000,limit,,short_call,0.50000000,1.00000
AAPL,2023-02-10,155.0000,call,sell,2023-02-06T17:39:19.354991Z,credit,1.00000,limit,short_call,,1.18000000,1.00000
AAPL,2024-03-15,115.0000,call,buy,2023-02-03T15:33:55.811654Z,debit,1.00000,limit,,short_call,50.55000000,1.00000
BILL,2023-02-10,136.0000,call,buy,2023-02-02T18:40:21.668015Z,debit,3.00000,limit,long_call,,10.90000000,3.00000
AAPL,2023-03-03,152.5000,call,sell,2023-02-01T16:53:00.749671Z,credit,1.00000,limit,,long_call,1.67000000,1.00000
AAPL,2023-03-03,152.5000,call,buy,2023-01-27T20:38:16.520009Z,debit,1.00000,limit,long_call,,2.99000000,1.00000
TSLA,2023-02-24,150.0000,put,buy,2023-01-26T20:37:11.963013Z,debit,1.00000,limit,,short_put_spread,1.60000000,1.00000
TSLA,2023-02-24,145.0000,put,sell,2023-01-26T20:37:11.963013Z,debit,1.00000,limit,,short_put_spread,1.60000000,1.00000
TSLA,2023-02-24,150.0000,put,sell,2023-01-25T19:39:38.315590Z,credit,1.00000,limit,short_put_spread,,2.55000000,1.00000
TSLA,2023-02-24,145.0000,put,buy,2023-01-25T19:39:38.315590Z,credit,1.00000,limit,short_put_spread,,2.55000000,1.00000
AAPL,2023-02-24,122.0000,call,sell,2023-01-23T19:36:01.858150Z,credit,1.00000,limit,,long_call,20.45000000,1.00000
AAPL,2023-10-20,110.0000,call,buy,2023-01-23T18:00:05.241800Z,debit,1.00000,limit,short_call,short_call,0.38000000,1.00000
AAPL,2024-03-15,115.0000,call,sell,2023-01-23T18:00:05.241800Z,debit,1.00000,limit,short_call,short_call,0.38000000,1.00000
AAPL,2023-02-24,122.0000,call,buy,2023-01-12T20:49:04.175628Z,debit,1.00000,limit,long_call,,13.75000000,1.00000
AAPL,2023-05-19,105.0000,call,buy,2023-01-12T20:46:58.756229Z,credit,1.00000,limit,short_call,short_call,0.15000000,1.00000
AAPL,2023-10-20,110.0000,call,sell,2023-01-12T20:46:58.756229Z,credit,1.00000,limit,short_call,short_call,0.15000000,1.00000
NVDA,2023-01-27,140.0000,put,sell,2023-01-11T18:18:05.150458Z,credit,1.00000,limit,,long_put,1.42000000,1.00000
TSLA,2023-02-17,90.0000,put,sell,2023-01-11T18:17:54.528006Z,credit,3.00000,limit,,long_put,1.98000000,3.00000
NVDA,2023-02-17,135.0000,put,sell,2023-01-11T18:17:42.622210Z,credit,2.00000,limit,,long_put,2.89000000,2.00000
NVDA,2023-02-17,135.0000,put,buy,2023-01-09T20:42:00.030698Z,debit,1.00000,limit,long_put,,3.35000000,1.00000
AAPL,2023-05-19,110.0000,call,buy,2023-01-09T16:45:15.829984Z,credit,1.00000,limit,short_call,short_call,4.15000000,1.00000
AAPL,2023-05-19,105.0000,call,sell,2023-01-09T16:45:15.829984Z,credit,1.00000,limit,short_call,short_call,4.15000000,1.00000
NVDA,2023-02-17,135.0000,put,buy,2023-01-06T20:44:31.902565Z,debit,1.00000,limit,long_put,,5.05000000,1.00000
AAPL,2023-04-21,110.0000,call,buy,2023-01-06T20:43:19.400028Z,credit,1.00000,limit,short_call,short_call,1.13000000,1.00000
AAPL,2023-05-19,110.0000,call,sell,2023-01-06T20:43:19.400028Z,credit,1.00000,limit,short_call,short_call,1.13000000,1.00000
AAPL,2023-04-21,115.0000,call,buy,2023-01-06T18:00:02.407194Z,credit,1.00000,limit,short_call,short_call,3.85000000,1.00000
AAPL,2023-04-21,110.0000,call,sell,2023-01-06T18:00:02.407194Z,credit,1.00000,limit,short_call,short_call,3.85000000,1.00000
NVDA,2023-01-27,140.0000,put,buy,2022-12-29T14:59:34.123271Z,debit,1.00000,limit,long_put,,6.95000000,1.00000
AAPL,2023-03-17,120.0000,call,buy,2022-12-29T14:52:38.899011Z,credit,1.00000,limit,short_call,short_call,5.20000000,1.00000
AAPL,2023-04-21,115.0000,call,sell,2022-12-29T14:52:38.899011Z,credit,1.00000,limit,short_call,short_call,5.20000000,1.00000
TSLA,2023-02-17,90.0000,put,buy,2022-12-28T16:18:05.787574Z,debit,2.00000,limit,long_put,,6.70000000,2.00000
AAPL,2023-01-20,136.0000,call,sell,2022-12-28T16:17:06.182288Z,credit,1.00000,limit,,long_call,1.64000000,1.00000
MDB,2023-01-20,227.5000,call,sell,2022-12-28T16:16:55.036796Z,credit,1.00000,limit,,long_call,2.10000000,1.00000
TSLA,2023-02-17,90.0000,put,buy,2022-12-27T20:57:02.725571Z,debit,1.00000,limit,long_put,,6.85000000,1.00000
AAPL,2023-03-17,120.0000,call,sell,2022-12-27T19:07:15.031018Z,credit,1.00000,limit,short_call,,15.65000000,1.00000
AAPL,2022-12-30,134.0000,call,buy,2022-12-23T20:33:06.106327Z,debit,2.00000,limit,long_call,,1.02000000,2.00000
AAPL,2022-12-30,134.0000,call,buy,2022-12-22T19:32:02.234052Z,debit,2.00000,limit,long_call,,1.58000000,2.00000
AAPL,2023-01-20,127.0000,call,buy,2022-12-22T19:30:54.210873Z,debit,1.00000,limit,,short_call,8.10000000,1.00000
AAPL,2023-01-20,136.0000,call,buy,2022-12-21T20:59:41.054297Z,debit,1.00000,limit,long_call,,4.90000000,1.00000
AAPL,2023-01-13,135.0000,put,sell,2022-12-21T17:59:06.130721Z,credit,1.00000,limit,,long_put,3.80000000,1.00000
AAPL,2023-01-20,132.0000,call,buy,2022-12-21T15:41:41.278385Z,credit,1.00000,limit,short_call,short_call,3.58000000,1.00000
AAPL,2023-01-20,127.0000,call,sell,2022-12-21T15:41:41.278385Z,credit,1.00000,limit,short_call,short_call,3.58000000,1.00000
MDB,2023-01-20,227.5000,call,buy,2022-12-20T20:35:19.699531Z,debit,1.00000,limit,long_call,,6.20000000,1.00000
MDB,2023-01-20,170.0000,put,sell,2022-12-20T15:39:27.137258Z,credit,1.00000,limit,,long_put,4.50000000,1.00000
MDB,2023-01-20,170.0000,put,buy,2022-12-19T20:42:29.130078Z,debit,1.00000,limit,long_put,,6.90000000,1.00000
AAPL,2023-01-20,132.0000,call,sell,2022-12-19T15:50:26.813120Z,credit,1.00000,limit,short_call,,5.75000000,1.00000
AAPL,2022-12-23,134.0000,call,buy,2022-12-19T15:31:49.380992Z,debit,1.00000,limit,,short_call,1.45000000,1.00000
AAPL,2023-01-13,135.0000,put,buy,2022-12-15T20:56:37.438587Z,debit,1.00000,limit,long_put,,4.65000000,1.00000
AAPL,2023-01-06,141.0000,put,sell,2022-12-15T20:55:58.582886Z,credit,1.00000,limit,,long_put,6.80000000,1.00000
AAPL,2022-12-23,134.0000,call,sell,2022-12-15T20:51:15.423837Z,credit,1.00000,limit,short_call,,4.20000000,1.00000
AAPL,2023-01-20,135.0000,call,buy,2022-12-15T20:07:45.339993Z,debit,1.00000,limit,,short_call,7.30000000,1.00000
MDB,2022-12-16,202.5000,call,sell,2022-12-13T20:44:12.265479Z,credit,1.00000,limit,,long_call,9.00000000,1.00000
MDB,2022-12-16,202.5000,call,buy,2022-12-12T17:18:18.190237Z,debit,1.00000,limit,long_call,,8.10000000,1.00000
HD,2022-12-30,350.0000,call,sell,2022-12-09T17:30:13.559069Z,credit,3.00000,limit,,long_call,0.84000000,3.00000
AAPL,2023-01-06,141.0000,put,buy,2022-12-07T15:06:30.926694Z,debit,1.00000,limit,long_put,,4.90000000,1.00000
AAPL,2022-12-30,145.0000,put,sell,2022-12-06T21:00:02.611577Z,credit,1.00000,limit,,long_put,5.55000000,1.00000
HD,2022-12-30,350.0000,call,buy,2022-11-30T20:59:33.824872Z,debit,3.00000,limit,long_call,,1.72000000,3.00000
HD,2022-12-30,340.0000,call,sell,2022-11-30T20:58:55.978685Z,credit,2.00000,limit,,long_call,3.35000000,2.00000
AAPL,2023-01-20,135.0000,call,sell,2022-11-30T20:54:29.957985Z,credit,1.00000,limit,short_call,short_call,3.80000000,1.00000
AAPL,2023-01-20,140.0000,call,buy,2022-11-30T20:54:29.957985Z,credit,1.00000,limit,short_call,short_call,3.80000000,1.00000
AAPL,2022-12-30,145.0000,put,buy,2022-11-30T20:49:47.421220Z,debit,1.00000,limit,long_put,,3.90000000,1.00000
AAPL,2023-01-20,150.0000,call,buy,2022-11-30T19:32:02.415927Z,credit,1.00000,limit,short_call,short_call,5.88000000,1.00000
AAPL,2023-01-20,140.0000,call,sell,2022-11-30T19:32:02.415927Z,credit,1.00000,limit,short_call,short_call,5.88000000,1.00000
AAPL,2022-12-09,143.0000,put,sell,2022-11-30T19:31:04.859992Z,credit,1.00000,limit,,long_put,1.46000000,1.00000
AAPL,2022-12-09,143.0000,put,buy,2022-11-29T20:37:41.580987Z,debit,1.00000,limit,long_put,,4.35000000,1.00000
TSLA,2022-12-30,170.0000,put,sell,2022-11-29T15:25:51.935132Z,credit,1.00000,limit,,long_put_spread,1.35000000,1.00000
TSLA,2022-12-30,165.0000,put,buy,2022-11-29T15:25:51.935132Z,credit,1.00000,limit,,long_put_spread,1.35000000,1.00000
AAPL,2022-12-30,165.0000,call,sell,2022-11-29T15:14:00.458521Z,credit,3.00000,limit,,long_call,0.26000000,3.00000
HD,2022-12-30,340.0000,call,buy,2022-11-28T21:24:22.009833Z,debit,2.00000,limit,long_call,,2.91000000,2.00000
AAPL,2022-12-30,165.0000,call,buy,2022-11-22T20:56:58.708677Z,debit,2.00000,limit,long_call,,0.88000000,2.00000
TSLA,2022-12-30,170.0000,put,sell,2022-11-22T20:56:28.748016Z,credit,2.00000,limit,,long_put_spread,2.20000000,2.00000
TSLA,2022-12-30,165.0000,put,buy,2022-11-22T20:56:28.748016Z,credit,2.00000,limit,,long_put_spread,2.20000000,2.00000
TSLA,2022-12-30,170.0000,put,buy,2022-11-21T20:44:26.624233Z,debit,3.00000,limit,long_put_spread,,2.35000000,3.00000
TSLA,2022-12-30,165.0000,put,sell,2022-11-21T20:44:26.624233Z,debit,3.00000,limit,long_put_spread,,2.35000000,3.00000
SPY,2022-12-23,424.0000,call,sell,2022-11-18T20:39:44.271728Z,credit,1.00000,limit,,strangle,3.47000000,1.00000
SPY,2022-12-23,363.0000,put,sell,2022-11-18T20:39:44.271728Z,credit,1.00000,limit,,strangle,3.47000000,1.00000
AMD,2022-11-18,73.0000,put,sell,2022-11-18T20:32:52.695802Z,credit,2.00000,limit,,long_put,0.02000000,2.00000
AMD,2022-11-18,73.0000,call,sell,2022-11-18T16:46:38.257113Z,credit,1.00000,limit,,long_call,0.36000000,1.00000
AMD,2022-11-18,73.0000,call,buy,2022-11-17T20:50:51.241200Z,debit,1.00000,limit,long_call,,1.34000000,1.00000
AMD,2022-11-18,73.0000,put,buy,2022-11-17T20:49:36.941882Z,debit,2.00000,limit,long_put,,0.62000000,2.00000
AMD,2022-11-18,71.0000,put,sell,2022-11-17T20:49:00.329833Z,credit,4.00000,limit,,long_put,0.17000000,4.00000
AAPL,2023-01-20,150.0000,call,sell,2022-11-16T20:47:06.130605Z,credit,1.00000,limit,short_call,,7.80000000,1.00000
AMD,2022-11-18,71.0000,put,buy,2022-11-16T20:42:45.122386Z,debit,1.00000,limit,long_put,,1.01000000,1.00000
AAPL,2022-12-30,165.0000,call,sell,2022-11-16T20:42:22.769828Z,credit,1.00000,limit,,long_call,1.23000000,1.00000
AMD,2022-11-18,71.0000,put,buy,2022-11-16T20:37:42.528903Z,debit,3.00000,limit,long_put,,1.11000000,3.00000
AAPL,2022-12-16,120.0000,put,sell,2022-11-16T20:34:31.110095Z,credit,4.00000,limit,,long_put,0.37000000,4.00000
AAPL,2022-12-30,165.0000,call,buy,2022-11-15T19:41:21.469192Z,debit,2.00000,limit,long_call,,1.65000000,2.00000
AAPL,2022-12-16,155.0000,call,sell,2022-11-15T17:43:32.677201Z,credit,1.00000,limit,,long_call,4.25000000,1.00000
SPY,2022-12-23,424.0000,call,buy,2022-11-14T02:36:37.764365Z,debit,1.00000,limit,strangle,,5.34000000,1.00000
SPY,2022-12-23,363.0000,put,buy,2022-11-14T02:36:37.764365Z,debit,1.00000,limit,strangle,,5.34000000,1.00000
AAPL,2022-12-16,155.0000,call,buy,2022-11-10T20:42:10.673760Z,debit,1.00000,limit,long_call,,2.24000000,1.00000
AAPL,2023-02-17,135.0000,call,buy,2022-11-10T19:02:55.490955Z,debit,1.00000,limit,,short_call,16.75000000,1.00000
AAPL,2022-12-16,120.0000,put,buy,2022-11-09T20:45:12.043074Z,debit,4.00000,limit,long_put,,1.91000000,4.00000
AAPL,2022-12-09,134.0000,put,sell,2022-11-09T20:43:34.585052Z,credit,2.00000,limit,,long_put,5.15000000,2.00000
META,2022-12-02,80.0000,put,sell,2022-11-04T19:31:21.257722Z,credit,5.00000,limit,,long_put,1.29000000,5.00000
AAPL,2022-12-09,134.0000,put,buy,2022-11-03T19:28:14.842783Z,debit,2.00000,limit,long_put,,3.70000000,2.00000
AAPL,2022-12-02,138.0000,put,sell,2022-11-03T19:26:13.918020Z,credit,3.00000,limit,,long_put,4.55000000,3.00000
META,2022-12-02,80.0000,put,buy,2022-11-01T18:32:24.526324Z,debit,2.00000,limit,long_put,,0.93000000,2.00000
META,2022-12-02,80.0000,put,buy,2022-10-31T19:35:30.617385Z,debit,3.00000,limit,long_put,,1.39000000,3.00000
AAPL,2022-11-18,160.0000,call,sell,2022-10-28T19:47:14.337961Z,credit,3.00000,limit,,long_call,2.92000000,3.00000
AAPL,2022-12-02,138.0000,put,buy,2022-10-28T19:42:36.427125Z,debit,2.00000,limit,long_put,,1.23000000,2.00000
AAPL,2022-11-25,155.0000,call,sell,2022-10-28T19:41:16.351829Z,credit,2.00000,limit,,long_call,5.95000000,2.00000
AMZN,2022-11-11,94.0000,put,sell,2022-10-28T18:31:44.406786Z,credit,3.00000,limit,,long_put,0.97000000,3.00000
AMZN,2022-11-11,94.0000,put,buy,2022-10-28T05:36:49.641509Z,debit,3.00000,limit,long_put,,1.56000000,3.00000
AAPL,2022-12-02,138.0000,put,buy,2022-10-27T16:34:07.821102Z,debit,1.00000,limit,long_put,,4.05000000,1.00000
MSFT,2022-11-25,275.0000,call,sell,2022-10-26T15:05:57.664665Z,credit,3.00000,limit,,long_call,0.34000000,3.00000
AAPL,2023-01-20,135.0000,call,buy,2022-10-25T19:43:41.000455Z,credit,1.00000,limit,short_call,short_call,1.60000000,1.00000
AAPL,2023-02-17,135.0000,call,sell,2022-10-25T19:43:41.000455Z,credit,1.00000,limit,short_call,short_call,1.60000000,1.00000
AAPL,2022-11-25,155.0000,call,buy,2022-10-25T19:35:54.483507Z,debit,2.00000,limit,long_call,,5.30000000,2.00000
MSFT,2022-11-25,275.0000,call,buy,2022-10-24T19:56:03.411091Z,debit,3.00000,limit,long_call,,2.01000000,3.00000
AAPL,2022-11-18,160.0000,call,buy,2022-10-24T19:32:39.755059Z,debit,3.00000,limit,long_call,,2.19000000,3.00000
AAPL,2022-11-18,130.0000,put,sell,2022-10-24T19:31:30.900619Z,credit,2.00000,limit,,long_put,1.21000000,2.00000
AAPL,2022-12-16,115.0000,put,sell,2022-10-24T19:31:15.984170Z,credit,2.00000,limit,,long_put,0.88000000,2.00000
AAPL,2023-01-20,140.0000,call,buy,2022-10-24T19:30:41.464150Z,credit,1.00000,limit,short_call,short_call,3.60000000,1.00000
AAPL,2023-01-20,135.0000,call,sell,2022-10-24T19:30:41.464150Z,credit,1.00000,limit,short_call,short_call,3.60000000,1.00000
AAPL,2022-11-04,157.5000,call,sell,2022-10-21T19:59:48.411537Z,credit,3.00000,limit,,long_call,1.25000000,3.00000
AAPL,2022-12-16,115.0000,put,buy,2022-10-21T19:53:32.550226Z,debit,2.00000,limit,long_put,,1.05000000,2.00000
AAPL,2022-11-18,130.0000,put,buy,2022-10-17T19:45:55.568593Z,debit,2.00000,limit,long_put,,2.70000000,2.00000
AAPL,2023-01-20,140.0000,call,sell,2022-10-17T19:41:13.081732Z,credit,1.00000,limit,short_call,,12.60000000,1.00000
AAPL,2022-11-18,115.0000,put,sell,2022-10-14T19:55:21.303141Z,credit,2.00000,limit,,long_put,1.21000000,2.00000
AAPL,2022-12-16,135.0000,call,buy,2022-10-14T19:51:57.105196Z,debit,1.00000,limit,,short_call,11.70000000,1.00000
AAPL,2022-11-18,115.0000,put,buy,2022-10-13T19:49:37.762807Z,debit,2.00000,limit,long_put,,0.98000000,2.00000
SPY,2022-11-14,330.0000,put,sell,2022-10-13T19:44:09.899598Z,credit,2.00000,limit,,long_put,2.65000000,2.00000
AAPL,2022-12-16,140.0000,call,buy,2022-10-13T19:37:36.852815Z,credit,1.00000,limit,short_call,short_call,3.10000000,1.00000
AAPL,2022-12-16,135.0000,call,sell,2022-10-13T19:37:36.852815Z,credit,1.00000,limit,short_call,short_call,3.10000000,1.00000
SPY,2022-11-14,330.0000,put,buy,2022-10-12T19:44:39.573107Z,debit,2.00000,limit,long_put,,3.99000000,2.00000
AAPL,2022-12-16,140.0000,call,sell,2022-10-11T15:14:15.661333Z,credit,1.00000,limit,short_call,,9.60000000,1.00000
AAPL,2022-11-11,141.0000,call,buy,2022-10-07T19:42:18.413681Z,debit,1.00000,limit,,short_call,7.00000000,1.00000
SPY,2022-11-07,355.0000,put,sell,2022-10-07T19:39:49.620784Z,credit,1.00000,limit,,long_put,8.59000000,1.00000
SPY,2022-11-07,355.0000,put,buy,2022-10-05T19:55:08.970350Z,debit,1.00000,limit,long_put,,4.57000000,1.00000
SPY,2022-10-26,340.0000,put,sell,2022-10-05T19:53:37.158175Z,credit,4.00000,limit,,long_put,1.19000000,4.00000
SPY,2022-10-19,395.0000,call,buy,2022-10-04T19:42:47.201959Z,debit,4.00000,limit,long_call,,1.61000000,4.00000
AAPL,2022-11-04,145.0000,call,buy,2022-10-04T19:42:16.022093Z,credit,1.00000,limit,short_call,short_call,3.00000000,1.00000
AAPL,2022-11-11,141.0000,call,sell,2022-10-04T19:42:16.022093Z,credit,1.00000,limit,short_call,short_call,3.00000000,1.00000
AAPL,2022-11-04,145.0000,call,sell,2022-10-03T19:06:34.528739Z,credit,1.00000,limit,short_call,,5.85000000,1.00000
AAPL,2022-11-04,157.5000,call,buy,2022-10-03T19:01:57.244229Z,debit,3.00000,limit,long_call,,1.65000000,3.00000
SPY,2022-10-28,335.0000,put,sell,2022-09-30T19:52:06.712528Z,credit,2.00000,limit,,long_put,3.92000000,2.00000
AAPL,2022-10-07,130.0000,put,sell,2022-09-30T19:18:29.037654Z,credit,3.00000,limit,,long_put,0.64000000,3.00000
SPY,2022-10-28,335.0000,put,buy,2022-09-28T18:48:50.937725Z,debit,2.00000,limit,long_put,,2.77000000,2.00000
SPY,2022-09-28,370.0000,call,sell,2022-09-28T18:47:09.472396Z,credit,5.00000,limit,,long_call,0.55000000,5.00000
SPY,2022-09-28,370.0000,call,buy,2022-09-28T16:32:47.977012Z,debit,5.00000,limit,long_call,,0.66000000,5.00000
AAPL,2022-12-16,145.0000,call,buy,2022-09-28T16:29:41.045101Z,debit,1.00000,limit,,short_call,12.05000000,1.00000
SPY,2022-10-26,340.0000,put,buy,2022-09-26T16:43:32.441920Z,debit,4.00000,limit,long_put,,4.48000000,4.00000
SPY,2022-10-19,348.0000,put,sell,2022-09-26T14:08:00.453229Z,credit,4.00000,limit,,long_put,4.07000000,4.00000
SPY,2022-10-19,348.0000,put,buy,2022-09-23T20:40:16.362012Z,debit,4.00000,limit,long_put,,4.19000000,4.00000
SPY,2022-10-19,360.0000,put,sell,2022-09-23T19:49:11.314524Z,credit,3.00000,limit,,long_put,7.57000000,3.00000
NVDA,2022-10-07,105.0000,put,sell,2022-09-23T19:27:15.037819Z,credit,1.00000,limit,,long_put,0.84000000,1.00000
AAPL,2022-10-07,130.0000,put,sell,2022-09-23T19:26:58.864739Z,credit,2.00000,limit,,long_put,0.46000000,2.00000
SPY,2022-10-19,360.0000,put,buy,2022-09-21T21:47:40.398862Z,debit,3.00000,limit,long_put,,4.85000000,3.00000
SPY,2022-10-19,372.0000,put,sell,2022-09-19T19:42:13.598396Z,credit,2.00000,limit,,long_put,4.87000000,2.00000
SPY,2022-10-19,372.0000,put,buy,2022-09-19T17:38:15.407673Z,debit,2.00000,limit,long_put,,5.88000000,2.00000
AAPL,2022-09-30,167.5000,call,sell,2022-09-15T16:24:14.401964Z,credit,5.00000,limit,,long_call,0.28000000,5.00000
AAPL,2022-10-07,130.0000,put,buy,2022-09-14T19:48:03.979438Z,debit,5.00000,limit,long_put,,0.39000000,5.00000
AAPL,2022-09-16,155.0000,put,sell,2022-09-14T19:46:55.750403Z,credit,3.00000,limit,,long_put,1.82000000,3.00000
AAPL,2022-09-30,167.5000,call,buy,2022-09-13T19:55:40.244930Z,debit,5.00000,limit,long_call,,0.45000000,5.00000
AAPL,2022-09-16,155.0000,put,buy,2022-09-12T19:23:39.564198Z,debit,3.00000,limit,long_put,,0.35000000,3.00000
AAPL,2022-09-16,167.5000,call,buy,2022-09-12T19:22:50.761918Z,debit,5.00000,limit,long_call,,0.67000000,5.00000
AAPL,2022-12-16,150.0000,call,buy,2022-09-12T19:21:34.916727Z,credit,1.00000,limit,short_call,short_call,3.80000000,1.00000
AAPL,2022-12-16,145.0000,call,sell,2022-09-12T19:21:34.916727Z,credit,1.00000,limit,short_call,short_call,3.80000000,1.00000
AAPL,2022-09-09,152.5000,call,buy,2022-09-09T18:43:01.413087Z,credit,1.00000,limit,short_call,short_call,10.15000000,1.00000
AAPL,2022-12-16,150.0000,call,sell,2022-09-09T18:43:01.413087Z,credit,1.00000,limit,short_call,short_call,10.15000000,1.00000
AAPL,2022-09-09,152.5000,call,sell,2022-09-08T19:36:55.111758Z,credit,1.00000,limit,short_call,,2.03000000,1.00000
